year,unitid,instnm,rating,rating_analysis,state_flagship,stabbr,fips,region,opeid,sector,iclevel,control,hbcu,hospital,medical,tribal,pset4flg,c21basic,pell_total_ftft,pell_pct_ftft,pell_total_undergrad,pell_pct_undergrad,eftotlt2,eftotlm2,eftotlw2,efaiant2,efasiat2,efbkaat2,efhispt2,efnhpit2,efwhitt2,ef2mort2,efunknt2,efnralt2,eftotlt24,eftotlm24,eftotlw24,efaiant24,efasiat24,efbkaat24,efhispt24,efnhpit24,efwhitt24,ef2mort24,efunknt24,efnralt24,urm_enroll_undergrad_t,urm_pct_undergrad_t,aian_pct_undergrad_t,asia_pct_undergrad_t,bkaa_pct_undergrad_t,hisp_pct_undergrad_t,nhpi_pct_undergrad_t,nral_pct_undergrad_t,whit_pct_undergrad_t,unkn_pct_undergrad_t,two_more_pct_undergrad_t,urm_enroll_undergrad_ftft,urm_pct_undergrad_ftft,aian_pct_undergrad_ftft,asia_pct_undergrad_ftft,bkaa_pct_undergrad_ftft,hisp_pct_undergrad_ftft,nhpi_pct_undergrad_ftft,nral_pct_undergrad_ftft,whit_pct_undergrad_ftft,unkn_pct_undergrad_ftft,two_more_pct_undergrad_ftft,fteug,fall_under_oth_trans,fall_ft_under_oth_trans,grtotlt_adj_cohort_4yr,grtotlt_completers_150pct_4yr,grtotlt_grad_rate_150pct_4yr,total_title_iv,total_title_iv_0_30,total_title_iv_30_48,total_title_iv_48_75,total_title_iv_75_110,total_title_iv_110_plus,total_grant_aid,total_grant_aid_0_30,total_grant_aid_30_48,total_grant_aid_48_75,total_grant_aid_75_110,total_grant_aid_110_plus,net_price_0_30,net_price_30_48,net_price_48_75,net_price_75_110,net_price_110_plus,endowment_end,endow_per_fte,pell_share_calc,pell_share_orig
2014,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1640,.36000001,7370,.3806425,19362,9237,10125,20,3414,413,4803,14,7677,1633,620,768,4597,2168,2429,3,812,99,1176,5,1692,433,118,259,5250,.27114967,.0010329512,.17632475,.02133044,.24806322,.00072306581,.039665323,.39649829,.032021485,.084340461,1283,.27909505,.0006525995,.17663693,.021535784,.25581902,.0010876659,.056341093,.36806613,.025668915,.094191864,19995,1495,1452,4725,3968,.83978838,2334,879,454,374,244,383,2065,879,453,371,213,149,11638.577,12966.905,16573.836,26059.447,34794.664,164903456,8247.2344,.3806425,.38
2015,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1810,.38,7702,.38057122,20238,9604,10634,22,3851,434,5128,21,7394,1704,545,1139,4725,2087,2638,9,979,102,1240,7,1532,388,121,347,5605,.27695423,.0010870639,.19028561,.021444807,.25338471,.0010376519,.056280266,.3653523,.026929539,.084198043,1358,.2874074,.0019047619,.20719577,.021587301,.26243386,.0014814815,.073439151,.32423282,.025608465,.082116403,20699,1592,1546,4459,3807,.8537789,2475,931,545,409,256,334,2348,931,545,409,253,210,10897.166,12403.25,16472.301,24512.352,35020.742,191118816,9233.2393,.38057122,.38
2016,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1732,.38999999,7939,.38525742,20607,9721,10886,26,3956,451,5295,26,7118,1731,550,1454,4459,1973,2486,6,894,102,1241,5,1361,383,127,340,5798,.28136072,.0012617072,.1919736,.021885768,.25695151,.0012617072,.070558548,.34541661,.02668996,.08400058,1354,.30365553,.0013455931,.20049338,.022875084,.27831352,.0011213276,.076250277,.30522537,.028481722,.085893698,20886,1541,1484,,,,2315,893,470,423,224,305,2158,893,470,421,216,158,11227.473,12493.017,15989.617,23728.385,35832.262,181685632,8698.9199,.38525742,.38999999
2017,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1661,.33000001,7880,.36525446,21574,10060,11514,23,3972,453,5658,26,7213,1826,590,1813,4982,2118,2864,4,935,87,1271,7,1586,429,118,545,6160,.28552887,.0010660981,.18411051,.020997496,.26226014,.0012051543,.084036343,.33433762,.027347734,.084638916,1369,.27478924,.0008028904,.18767563,.017462866,.25511843,.0014050582,.10939382,.31834605,.023685267,.086109996,21717,2044,1996,,,,2368,856,504,368,278,362,2206,856,504,366,267,213,11312.588,13119.229,16453.967,24518.375,34135.297,215798096,9936.8281,.36525446,.37
2018,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1443,.31999999,8224,.37068421,22186,10174,12012,31,4029,502,5891,25,7086,1843,590,2189,4514,1897,2617,8,828,113,1141,7,1360,394,113,550,6449,.2906788,.0013972776,.181601,.022626882,.26552781,.0011268368,.098665826,.31939059,.026593348,.083070405,1269,.2811254,.001772264,.18342933,.02503323,.25276917,.001550731,.12184315,.30128488,.02503323,.087284006,22429,2206,2147,,,,2043,761,384,328,227,343,1892,761,384,325,221,201,11580.851,12688.979,16167.657,22762.473,33919.277,230911344,10295.214,.37068421,.37
2019,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1677,.33000001,8242,.35726053,23070,10516,12554,28,4129,478,6020,23,7072,1897,570,2853,5084,2215,2869,4,1016,87,1279,3,1355,436,110,794,6549,.28387517,.0012136975,.17897703,.020719549,.26094496,.0009969658,.1236671,.30654529,.024707412,.082228005,1373,.27006295,.00078678207,.19984265,.01711251,.25157356,.00059008657,.15617624,.26652244,.021636507,.085759245,23320,2472,2410,,,,2288,879,453,369,234,353,2155,878,453,368,224,232,10945.962,12621.386,16279.943,23583.264,33132.863,266911280,11445.595,.35726053,.36000001
2020,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1422,.28999999,7748,.33183435,23349,10608,12741,34,4036,459,5830,30,7007,1965,531,3457,4928,2151,2777,10,819,85,1173,9,1319,434,85,994,6353,.27208874,.0014561651,.17285536,.01965823,.24968949,.0012848516,.14805773,.30009851,.022741873,.08415778,1277,.25913149,.0020292208,.16619319,.017248377,.2380276,.0018262987,.20170455,.26765421,.017248377,.08806818,23866,2115,2057,,,,1964,715,380,317,207,345,1829,715,379,317,202,216,11132.438,12225.877,15361.879,22733.643,33167.668,293148224,12283.09,.33183435,.33000001
2021,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1338,.28,7423,.32001206,23196,10405,12791,36,4280,455,5717,31,7047,2018,612,3000,4813,1976,2837,4,999,73,1118,7,1566,428,158,460,6239,.26896879,.0015519917,.18451457,.019615451,.24646491,.0013364373,.12933265,.30380237,.02638386,.086997755,1202,.24974029,.00083108246,.20756285,.015167255,.23228756,.0014543943,.095574483,.32536879,.032827757,.088925824,23854,2453,2351,,,,1635,670,346,278,95,246,1521,669,344,277,89,142,11022,12305,14720,20565,30833,377816992,15838.727,.32001206,.31999999
2022,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,,,,,23091,10116,12975,24,4241,409,5866,26,7353,2013,618,2541,4884,1942,2942,1,884,82,1223,1,1524,374,142,653,6325,.27391624,.001039366,.18366463,.017712528,.25403836,.0011259798,.11004288,.31843576,.026763674,.087176822,1307,.26760852,.00020475021,.18099917,.016789516,.25040951,.00020475021,.13370189,.31203932,.029074529,.076576576,,2099,2026,,,,,,,,,,,,,,,,,,,,,,,,
2009,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,122,.13,,,4293,,,,,,,,,,,,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4464,300,285,1027,815,.7935735,,,,,,,,,,,,,,,,,,170207520,38128.926,,
2010,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,177,.17,871,.19459338,4476,,,,,,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4660,313,294,1173,925,.7885763,621,77,74,107,127,236,,,,,,,48216.988,48455.258,55922.773,57346.164,57808.988,,,.19459338,.19
2011,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,211,.18000001,1054,.21466395,4910,2077,2833,21,440,102,577,12,3024,132,439,163,1173,476,697,3,108,19,141,1,756,69,30,46,712,.14501019,.0042769858,.089613035,.02077393,.11751527,.0024439918,.033197556,.61588597,.089409366,.026883909,164,.13981244,.0025575447,.092071608,.016197784,.12020461,.00085251493,.039215688,.64450127,.025575448,.05882353,5183,357,347,1265,1000,.79051381,876,122,60,111,140,443,,,,,,,26223.355,29067.826,30951.684,36046.418,44653.348,229741520,44325.973,.21466395,.20999999
2012,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,247,.19,1163,.21943396,5300,2289,3011,19,493,107,704,11,3173,207,403,183,1267,532,735,2,121,23,190,2,781,74,33,41,841,.15867925,.0035849058,.093018867,.02018868,.13283019,.0020754717,.0345283,.59867924,.076037735,.039056603,217,.17127071,.0015785319,.095501184,.018153118,.14996053,.0015785319,.032359906,.61641675,.026045777,.058405682,5551,353,328,1272,1002,.78773582,981,112,84,155,166,464,911,111,84,154,162,400,28156.203,28030.521,32487.469,35893.91,45209.754,222989728,40171.09,.21943396,.22
2013,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,235,.18000001,1156,.20362867,5677,2416,3261,18,524,94,756,17,3379,283,397,209,1273,492,781,3,129,13,160,6,790,91,34,47,885,.15589219,.0031706886,.09230227,.016558042,.13316892,.0029945394,.036815219,.59520876,.069931298,.049850274,182,.14296937,.002356638,.10133543,.010212097,.12568735,.0047132759,.036920659,.62058133,.026708562,.071484685,5964,391,371,1284,1035,.80607474,966,117,76,138,165,470,892,117,76,137,163,399,28845.756,29077.725,32377.746,36667.426,46767.984,267529056,44857.32,.20362867,.2
2014,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,235,.18000001,1205,.20066611,6005,2473,3532,18,588,99,854,15,3563,348,279,241,1284,480,804,5,141,18,169,4,782,77,39,49,986,.16419651,.002997502,.097918399,.016486261,.14221482,.0024979184,.040133223,.59333891,.04646128,.057951707,196,.15264797,.0038940811,.10981309,.014018691,.13161993,.0031152647,.038161993,.60903424,.030373832,.059968848,6322,394,382,1416,1133,.80014122,996,124,58,107,169,538,940,123,58,107,169,483,29037.051,28500.236,32384.711,37234.309,47376.66,312748800,49469.914,.20066611,.2
2015,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,257,.18000001,1230,.19582869,6281,2537,3744,17,641,85,893,20,3771,375,218,261,1418,545,873,0,140,17,192,6,884,100,24,55,1015,.16159847,.0027065754,.10205381,.013532877,.14217481,.0031842063,.041553892,.60038209,.034707848,.059703868,215,.151622,0,.098730609,.011988716,.13540198,.0042313118,.038787022,.62341326,.016925247,.070521861,6528,358,345,1396,1113,.79727793,1071,110,93,147,196,525,1015,110,93,146,195,471,29393.16,29778.518,34173.641,37322.621,49647.203,343483040,52616.887,.19582869,.2
2016,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,206,.15000001,1120,.1760176,6363,2532,3831,17,655,90,906,25,3684,395,331,260,1419,524,895,5,169,22,192,5,804,87,88,47,1038,.1631306,.0026716958,.10293887,.014144272,.14238566,.0039289645,.04086123,.57897216,.052019488,.062077638,224,.15785764,.0035236082,.11909796,.015503876,.13530655,.0035236082,.033121917,.56659621,.062015504,.061310783,6519,370,357,,,,925,159,84,122,135,425,892,155,84,122,134,397,38699.477,38235.895,38511.109,53078.402,50133.359,340099712,52170.535,.1760176,.18000001
2017,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,234,.15000001,1040,.1622465,6410,2533,3877,15,710,115,929,19,3613,431,302,276,1511,564,947,1,187,34,207,0,839,117,80,46,1078,.16817473,.0023400935,.11076443,.017940717,.1449298,.0029641185,.043057721,.56365055,.047113884,.067238688,242,.16015883,.00066181336,.1237591,.022501655,.13699536,0,.030443415,.55526143,.05294507,.077432163,6570,366,349,,,,1074,196,79,140,157,502,1019,194,78,136,152,459,36713.199,36777.563,38024.898,40737.078,49668.188,391308544,59559.898,.1622465,.16
2018,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,313,.19,1292,.18404558,7020,2786,4234,8,795,117,1023,19,3696,464,605,293,1678,656,1022,0,233,23,239,5,844,111,155,68,1167,.16623932,.0011396011,.11324786,.016666668,.1457265,.0027065526,.041737892,.52649575,.086182334,.066096865,267,.159118,0,.13885579,.013706794,.14243147,.0029797377,.040524434,.50297976,.092371874,.066150181,6977,391,366,,,,1142,204,86,146,199,507,1084,198,84,142,194,466,35931.605,35464.398,37175.684,40451.512,50768.859,425200544,60943.176,.18404558,.18000001
2019,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,286,.17,1302,.17882159,7281,2874,4407,12,920,122,1108,22,3719,512,587,279,1656,614,1042,2,277,27,263,8,840,146,36,57,1264,.17360252,.0016481252,.12635627,.01675594,.1521769,.0030215629,.038318913,.51078147,.080620795,.07032001,300,.18115942,.0012077295,.16727053,.016304348,.15881643,.0048309178,.034420289,.50724638,.021739131,.088164248,7300,378,368,,,,1106,212,89,124,167,514,1077,211,88,124,166,488,35247.566,33769.504,38241.898,40159.246,51749.273,431117664,59057.215,.17882159,.18000001
2020,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,310,.18000001,1389,.18507661,7505,2983,4522,10,1047,123,1180,22,3769,573,488,293,1760,659,1101,4,316,30,254,7,887,166,45,51,1335,.17788142,.0013324451,.139507,.016389074,.15722851,.002931379,.03904064,.50219852,.065023318,.076349102,295,.16761364,.0022727272,.17954545,.017045455,.14431818,.0039772727,.028977273,.5039773,.025568182,.094318181,7488,409,396,,,,1319,201,115,129,168,706,1280,198,115,127,165,675,36812.469,33783.914,40582.621,44324.336,53037.09,434072352,57969.063,.18507661,.19
2021,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,309,.2,1405,.18976229,7404,2947,4457,8,1051,133,1232,24,3735,583,408,230,1572,603,969,1,231,38,266,3,816,137,41,39,1397,.1886818,.0010804971,.14195029,.017963262,.16639654,.003241491,.031064289,.50445706,.055105347,.078741223,308,.19592875,.00063613232,.14694656,.024173029,.16921119,.001908397,.024809161,.51908398,.026081424,.087150127,7400,359,350,,,,1260,204,82,138,164,672,1259,204,82,138,164,671,29234,27427,32462,34732,45849,564411008,76271.758,.18976229,.19
2022,111948,Chapman University,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,116400,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,,,,,7714,3081,4633,10,1187,163,1324,25,3757,625,394,229,1645,597,1048,3,305,41,295,4,758,148,41,50,1522,.19730361,.0012963443,.15387607,.021130413,.17163599,.0032408608,.029686285,.48703656,.051075965,.081021518,343,.20851064,.0018237082,.18541034,.024924012,.1793313,.0024316108,.030395137,.46079028,.024924012,.089969605,,384,373,,,,,,,,,,,,,,,,,,,,,,,,
2009,112260,Claremont McKenna College,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,117000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,35,.11,,,1212,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207,59,59,282,260,.92198581,,,,,,,,,,,,,,,,,,504230624,417755.28,,
2010,112260,Claremont McKenna College,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,117000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,29,.1,166,.136289,1218,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,25,25,314,291,.92675161,68,8,7,17,21,15,,,,,,,8975.7373,13322.015,13184.79,21912.275,38243.254,581891008,471166.81,.136289,.14
2011,112260,Claremont McKenna College,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,117000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,48,.15000001,180,.14274386,1261,674,587,1,148,40,96,1,602,28,257,88,314,156,158,0,40,12,32,1,153,23,29,24,138,.10943695,.00079302141,.11736717,.031720858,.076130055,.00079302141,.069785886,.4773989,.2038065,.0222046,45,.1433121,0,.12738854,.038216561,.10191083,.0031847134,.076433122,.48726115,.092356689,.073248409,1239,30,30,304,273,.89802629,107,22,13,23,17,32,,,,,,,16027.862,12168.544,12750.695,20615.172,39352.512,654753408,528453.13,.14274386,.14
2012,112260,Claremont McKenna College,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,117000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,32,.1,183,.14066103,1301,684,617,1,150,42,107,1,585,61,232,122,305,164,141,0,31,11,34,0,123,28,28,50,151,.11606456,.0007686395,.11529592,.032282859,.082244426,.0007686395,.093774021,.4496541,.17832437,.04688701,45,.14754099,0,.10163935,.036065575,.11147541,0,.16393442,.40327868,.091803275,.091803275,1292,35,35,291,271,.93127149,97,14,14,10,24,35,91,14,14,10,24,29,17066.592,9943.0625,15328.395,23415.877,41785.527,617241792,477741.31,.14066103,.14
2013,112260,Claremont McKenna College,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,117000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,33,.11,147,.11629747,1264,661,603,1,143,38,112,2,565,81,160,162,291,155,136,0,36,12,31,1,130,21,13,47,153,.1210443,.00079113926,.11313291,.030063292,.088607594,.0015822785,.12816456,.44699368,.12658228,.06408228,44,.15120275,0,.12371134,.041237112,.10652921,.0034364262,.16151203,.44673538,.04467354,.072164945,1272,34,34,337,307,.91097921,108,11,14,19,26,38,103,11,14,19,24,35,12943.639,8715.7402,15047.679,24111.957,45075.43,698409792,549064.31,.11629747,.12
2014,112260,Claremont McKenna College,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,117000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,54,.16,155,.11778115,1316,678,638,0,142,52,147,2,575,103,102,193,337,165,172,0,27,21,52,0,134,23,17,63,201,.15273556,0,.10790274,.039513677,.11170213,.0015197569,.14665653,.43693009,.0775076,.078267477,73,.21661721,0,.080118693,.06231454,.15430267,0,.18694362,.3976261,.050445102,.068249255,1329,18,18,324,299,.92283952,109,21,18,22,15,33,109,21,18,22,15,33,10536.396,14007.41,11278.798,23614.09,37365.656,798930624,601151.69,.11778115,.12
